company_id,name,registration_number,country,address,sector
COMP_000920,"Buckley, Harris and Harrison",REG59274829,Jersey,"USS Gilbert, FPO AA 95020",Banking
COMP_000921,Taylor-Clark,REG19733119,Guatemala,"USNS Hill, FPO AA 54634",Banking
COMP_000922,"Moore, Baker and Ryan",REG86596320,Pakistan,"715 Cruz Shoals, Mcdonaldside, NH 88331",Banking
COMP_000923,Mason LLC,REG87831364,Malawi,"7280 Lacey Roads, Lindaside, FM 60604",Banking
COMP_000924,"Bright, Riley and Walker",REG84747001,Pitcairn Islands,"7737 Julie Tunnel, Lauriehaven, NC 61199",Banking
COMP_000925,Cruz-Williams,REG35982641,Peru,"410 Hunter Shoal, Hayesland, FL 45959",Banking
COMP_000926,"Johnson, Anderson and Anderson",REG02550797,Morocco,"8141 Blake Hollow, Smithborough, TN 71438",Banking
COMP_000927,"Freeman, Deleon and Miller",REG64544596,Bhutan,"0616 Jason Neck Suite 881, Lake Rebecca, ID 88953",Banking
COMP_000928,"Werner, Gardner and Roth",REG26762798,Lesotho,"820 Amanda Court Suite 791, Lake Sarah, UT 39732",Banking
COMP_000929,Lam-Larson,REG35113910,Indonesia,"55468 May Roads Apt. 061, Rushfurt, NV 61040",Banking
COMP_000930,Young-Delgado,REG24497423,Denmark,"425 Taylor Bypass Apt. 524, North Gabrielview, CA 99831",Banking
COMP_000931,Quinn-Oneal,REG09606400,Iraq,"9071 Floyd Common, Reevesfurt, NE 55725",Banking
COMP_000932,Harris and Sons,REG21825881,Paraguay,"6512 Copeland Crossing, Parksstad, CA 90422",Banking
COMP_000933,Rich Group,REG40749200,Solomon Islands,"3010 Owens Creek Apt. 073, Longchester, IN 63840",Banking
COMP_000934,Gardner-Young,REG02048098,Bulgaria,"231 Woodard Points, North Sandy, ME 48367",Banking
COMP_000935,Martinez-Bell,REG68465083,Botswana,"PSC 7670, Box 4929, APO AA 12344",Banking
COMP_000936,Edwards-Becker,REG19213514,Indonesia,"074 Valdez Expressway, Stephenton, PW 24846",Banking
COMP_000937,"Salinas, Chambers and Cummings",REG54324346,Albania,"5897 James Club Apt. 457, Lake Dawn, MH 65782",Banking
COMP_000938,Larson and Sons,REG71394137,Niger,"6961 Rivera Motorway, New Jackview, GU 16317",Banking
COMP_000939,"King, Smith and Winters",REG29353658,Saudi Arabia,"1012 Tonya Garden Apt. 311, Fernandezfurt, UT 15269",Banking
COMP_000940,Hutchinson PLC,REG90739709,Mauritius,"565 Amanda Island Suite 670, Michealport, NE 79346",Banking
COMP_000941,Thompson-Anderson,REG71054411,Botswana,"67367 Stephanie Estate, Wardfort, GU 44753",Banking
COMP_000942,Humphrey-Johnson,REG80236244,Iran,"28122 Rodney Hill Apt. 992, Blairmouth, VA 75949",Banking
COMP_000943,Neal-Hurst,REG68776820,Argentina,"Unit 8639 Box 5300, DPO AE 05782",Banking
COMP_000944,Stephens-Henderson,REG24435171,Netherlands,"27006 Stephanie Shoal, Dylanland, AR 47502",Banking
COMP_000945,Mcguire-Curry,REG93253789,Finland,"452 Rodriguez Mountains Suite 156, South Davidchester, NE 38780",Banking
COMP_000946,Nunez LLC,REG71504481,Hong Kong,"04037 Martinez Light Apt. 975, Port Richard, FM 86396",Banking
COMP_000947,Ayala PLC,REG73597881,Antarctica (the territory South of 60 deg S),"Unit 5526 Box 6071, DPO AE 31749",Banking
COMP_000948,Jones-Maldonado,REG20640622,Belarus,"056 Goodman Views, Dorseyhaven, TX 12049",Banking
COMP_000949,"Lynch, Rogers and Shelton",REG09591344,Saudi Arabia,"9531 Diana Coves Apt. 208, Susanshire, UT 64191",Banking
COMP_000950,Wheeler Group,REG85877850,Kyrgyz Republic,"070 Reynolds Camp Apt. 593, Cruzmouth, MD 92604",Banking
COMP_000951,Walker-Baldwin,REG96535185,Guinea,"PSC 4665, Box 5585, APO AE 34160",Banking
COMP_000952,Richardson-Moore,REG25025040,Sudan,"976 Jimmy Motorway Suite 450, Alexanderport, MI 61301",Banking
COMP_000953,Brown-Kelly,REG74585335,United States of America,"37452 Maria Stream, Campbellhaven, WV 52165",Banking
COMP_000954,Guzman-Jackson,REG71521742,Chad,"2536 Linda Flat, Fordborough, ID 74360",Banking
COMP_000955,Webster-Scott,REG65966234,Peru,"001 Dixon Highway, Watsonhaven, SD 86630",Banking
COMP_000956,Yu Ltd,REG54134808,Israel,"7850 Bowman Island Apt. 242, Thomasfort, KY 48258",Banking
COMP_000957,Lamb-Gonzalez,REG87628935,Ghana,"6231 Taylor Island, East Danaview, VI 30890",Banking
COMP_000958,Chapman PLC,REG16489569,Slovakia (Slovak Republic),"27875 Horne Fields, Gonzalezhaven, TX 28394",Banking
COMP_000959,Williams LLC,REG64713884,Congo,"6833 Caleb Creek, Port Kathrynbury, WA 09797",Banking
COMP_000960,Ramirez Group,REG42487197,Zimbabwe,"19712 Crystal Mills Suite 510, Fisherberg, CA 33156",Banking
COMP_000961,"Stewart, Brooks and Reyes",REG07038365,Maldives,"06433 Kristin Run, Tylertown, MN 01382",Banking
COMP_000962,"Lopez, Thompson and Huber",REG72809269,New Caledonia,"40852 Danielle Ridge, Port Kathy, PR 10650",Banking
COMP_000963,Harrison-Carlson,REG70207380,Grenada,"278 Garcia Roads Suite 117, Taylorport, AS 77585",Banking
COMP_000964,"Johnson, Reed and Johnson",REG00611801,Saint Helena,"694 Noble Hill, Bryantburgh, SD 70753",Banking
COMP_000965,Shepherd-Cook,REG39175768,Ecuador,"937 Vincent Mall Suite 953, South Michellechester, AL 48969",Banking
COMP_000966,"Robles, Higgins and Fry",REG17339183,Indonesia,"66649 Morton Glen, West Susanton, MI 07299",Banking
COMP_000967,Chung Group,REG98474200,Cameroon,"19198 Burnett Villages, West Jefferyview, MO 47647",Banking
COMP_000968,Smith-Davis,REG18895427,Netherlands,"08160 Thomas Ford Apt. 992, New Aaron, WI 88057",Banking
COMP_000969,Anderson Inc,REG75654702,Turks and Caicos Islands,"35429 Martinez Drives, New Eric, LA 18702",Banking
COMP_000970,Zimmerman-Wilson,REG81624759,Palau,"Unit 9460 Box 0935, DPO AP 29354",Banking
COMP_000971,"Dickerson, Wright and Hernandez",REG75961109,Libyan Arab Jamahiriya,"8468 Lindsay Cove Suite 748, Hartburgh, HI 21904",Banking
COMP_000972,"Carpenter, Velasquez and Jimenez",REG09233387,Guadeloupe,"569 Matthew Overpass Apt. 327, Melissamouth, CA 72854",Banking
COMP_000973,Lane Group,REG26967312,Saint Helena,"705 Williams Courts, Port Jonathan, CA 91357",Banking
COMP_000974,Gallegos and Sons,REG71114462,Somalia,"85332 Tiffany Loop, West Brian, AS 15182",Banking
COMP_000975,Holmes and Sons,REG69504844,Kyrgyz Republic,"12168 Nicole Inlet, North Ashley, WY 57450",Banking
COMP_000976,Parks and Sons,REG54118346,Gabon,"6744 Stephens Drives Suite 500, Johnsonburgh, GA 80382",Banking
COMP_000977,"Best, Gonzales and Watson",REG89911344,Syrian Arab Republic,"4814 Martinez Coves Suite 446, Catherinemouth, MA 23337",Banking
COMP_000978,"Snyder, Lucas and Grimes",REG69813660,Armenia,"5506 Anna Village, Mendozatown, CT 38642",Banking
COMP_000979,Baker PLC,REG15340114,Angola,"96344 Curry Shoals, Mikeberg, SC 83784",Banking
COMP_000980,Donaldson PLC,REG79564938,Ecuador,"7535 Burke Trafficway, New Kaitlyn, MH 72691",Banking
COMP_000981,Caldwell-Wilson,REG67036328,Western Sahara,"20044 Williamson Trail, South Penny, NH 82625",Banking
COMP_000982,Rojas PLC,REG49109767,Netherlands Antilles,"4665 Hall Extension Suite 830, West Kathyburgh, AK 99308",Banking
COMP_000983,Chavez Inc,REG98526447,Germany,"09355 Jesse Turnpike Apt. 501, Deborahhaven, IL 31866",Banking
COMP_000984,"Mccoy, Johnson and Thomas",REG41088732,Hong Kong,"799 Ashley Rue Suite 622, Timfort, NM 26132",Banking
COMP_000985,Parker Inc,REG92096075,Uzbekistan,"2237 Renee Glen, New Brandonstad, AZ 13057",Banking
COMP_000986,"Davis, Garcia and Duran",REG45471909,Cocos (Keeling) Islands,"364 Corey Spur, Kellyview, MH 00648",Banking
COMP_000987,Smith LLC,REG46011085,Eritrea,"527 Perez Passage Suite 715, Lake Lynnshire, WV 61357",Banking
COMP_000988,Webster and Sons,REG73469947,United Kingdom,"7147 Moore Run, North Margaret, NY 49994",Banking
COMP_000989,Smith-Lewis,REG72245428,Namibia,"24823 Armstrong Mountains Suite 497, Patrickview, WI 04682",Banking
COMP_000990,Contreras-Miller,REG27256094,Grenada,"59423 Carson Loop, Knighthaven, AK 90610",Banking
COMP_000991,Douglas Group,REG13173256,Belize,"807 Jones Island Suite 857, Byrdmouth, FM 44381",Banking
COMP_000992,"Martin, Robinson and Camacho",REG18207973,Syrian Arab Republic,"52556 Christina Road Suite 904, North Staceyview, NC 94811",Banking
COMP_000993,Richmond-Snyder,REG03954053,Italy,"729 Teresa Camp Apt. 217, Parksville, MI 10209",Banking
COMP_000994,Mclean-Ryan,REG33942479,Cocos (Keeling) Islands,"775 Bartlett Highway, South Ryan, KS 67616",Banking
COMP_000995,Sanchez-Koch,REG27163282,Sri Lanka,"624 Chapman Expressway, Hooperberg, IA 31681",Banking
COMP_000996,Blevins Inc,REG31756758,Saint Barthelemy,"38903 Bennett Highway, South Willie, NM 61064",Banking
COMP_000997,Martinez PLC,REG79445565,Saint Barthelemy,"547 Barry Route Suite 186, Castromouth, OH 24887",Banking
COMP_000998,"Elliott, Castillo and Walters",REG95107245,Saint Vincent and the Grenadines,"59348 Patrick Harbor Suite 947, South Timothy, TX 61107",Banking
COMP_000999,"Johnson, Cabrera and Ross",REG42814664,Korea,"6589 Ronald Road Apt. 661, Martinezville, IN 20588",Banking
COMP_001000,Miller-Ford,REG73729002,Brunei Darussalam,"322 Alicia Well Suite 659, South Tanya, MT 42965",Banking
